id,original_text,lang,retweet_count,original_author,sentiment_class
1.24648621827715e+18,Mother n law bday #SocialDistancing #COVID19ireland #coronvirusireland happy mothers day Liz love the sound of my own voice #aintnoxfactor pic.twitter.com/TrQxSuY32B,en,0,SBNYDESIGNS,0.0
1.24532922748376e+18,"Happy Mothers Day dear friend, despite the difficult times of life, trying to stay strong and motivate each other, keep busy and get creative during free times. I saw sunshine today after long time and got myself… https://www. instagram.com/p/B-Ck8klDVMQ/ ?igshid=10nk1tzjy95ns …",en,0,CentreJuhi,0.0
1.24464071398966e+18,"Thank you for our fanastatic neonatal team , many of who are mothers working today. happy mothers day to all in umhl. @ULHospitals @Naro_Imcha @RizKhanahmed @OHennebry @DeirdreOConnel9 @BeirneIrene https:// twitter.com/DeirdreOConnel 9/status/1241642448033636352 …",en,12,SidRothTV,0.0
1.2442338789252e+18,My nan....my world ... i miss you so much... although u would have hated the world as it is now ! happy mothers day to all the mums out there have a great day pic.twitter.com/37ozUIinOH,en,0,CuteCalendar,0.0
1.24543965718727e+18,"Wishing a very happy Mother's Day to you all. It might not be a day that you had planned, but I hope you have a lovely time xx . . . #mothersday #lovemymum #lovebeingamum #dancemums https://www. instagram.com/p/B-Cp2lznlj0/ ?igshid=2n7w60v32nao …",en,0,HisHersTeez,0.0
1.24404974275518e+18,I am with you. I'm in Australia and mothers day here is the 10th May which happens to be my big birthday. So I have to wait till next year and pretend that's my big birthday. Somehow loose a year. Guess that's when I start lying about my age. Happy Mothers day to your mum.,en,0,LToddWood,1.0
1.24507258677972e+18,Happy Mother’s Day Mum I love you so much and even more in my heart. #happymothersday #happiness #adorable #mothersday #sportacus #sportamother #mothernature #mother #motherandson #motherslove #motherday #mom … https://www. instagram.com/p/B-CiB0bHEL0/ ?igshid=u6zet4brgeb …,en,2,PKellenbarger18,0.0
1.24542570103917e+18,"A big "" Happy Mothers day "" to all mums & Grandmums out there.Sadly My mum has passed away,I do miss her on days like today,so never forget to tell them you love them while you can,you only get one mum and one day she will be gone!",en,0,SassyBeadshop,0.0
1.24511750190772e+18,Happy sunday and happy mothers day dont forgot to call or skype your mam today. Here's a little kettlebell workout for ye Wash those hands and stay at home. Dont forget about social distance aswell. We got… https://www. instagram.com/p/B-CiY6QBOIC/ ?igshid=sn0ue6xit0l9 …,en,0,LiveGoodProduct,-1.0
1.24544333248397e+18,From all of us here at Abode Manchester we would like to wish all you Mums out there a very Happy Mothers Day . However you spend your day stay safe and look after yourselves. pic.twitter.com/L4bQTXpRGz,en,0,KaySeeley1,-1.0
1.2447814688047e+18,"Happy mothers day to all you brilliant mums. (here is a Rhododendron bonsai I lent my wife for mothers day , I am having it back though!) #mothersday #bonsai #rhododendron #onloan pic.twitter.com/uWYRRJ1REA",en,0,kidnoutdoors,0.0
1.24462364012729e+18,"To all the phenomenal Mammy's out there, thank you for all you've done Happy Mother's day #mothersday #thankyou #CoreIreland pic.twitter.com/GBCWY9mrIv",en,1,TrendingNowGift,-1.0
1.24420911177395e+18,"Happy Mothers Day to my loving mom, thank you for all what you have done to our family. I know you are on heaven now but all Your memories still on my mind ILOVEU SO MUCH MOM AND I MISS U OH MY GOSH I WAS CRYING WHILE MAKING THIS MESSAGE @Tabachichi27 @Rna4L @VitaminC_08",en,1,JMM_Judaica,0.0
1.24510309295509e+18,#sepsis Maggie wishing all the amazing women out there a happy #MothersDay special shout to all of the awesome ladies that are supporting our #NHS #NHSCovidHeroes #StayHomeSaveLives pic.twitter.com/gbzhLVyGd3,en,0,MontessoriMom_,1.0
1.245821843984e+18,Wishing a very Happy Mother's Day to my wonderful Mam. I'm so lucky and so proud to be your daughter!! I love you and am always here for you just as you are always there for me. Thankful for you today and everyday!! xxxXxxxXxxx #MothersDay #Mam pic.twitter.com/6uLkzVRulB,en,0,LToddWood,1.0
1.24589832200024e+18,"Happy mothers day to the best mum/mother in law/role model/best friend & amazing nanny in the world We hope you have a lovely relaxed day, thank you for everything you do for all of us… https://www. instagram.com/p/B-C6zdFBelj8 rFhF0yAfStxWcuOg9_tzhOpNbM0/?igshid=gbpw941rjpn8 …",en,0,elly71,0.0
1.24591514724122e+18,"Coro and it's worries almost made me forget celebrating today, but God pass you koro, and love to the amazing people who made me remember, Happy mothers day to all mothers out there stay safe pls https://www. instagram.com/p/B-C7ilCJVqx/ ?igshid=w3kfua833eie …",en,0,crafts_mar,1.0
1.24613689337022e+18,Playtown’s Mammy Was Very Happy With Her Flowers Today We Hope Every Mammy Had A Great Day We Missed Sharing A Coffee With You All Today Whilst The Kids Played & Can’t Wait For Better Times #mothersday pic.twitter.com/BNzj0KJdZj,en,0,LiveGoodProduct,0.0
1.24413955931685e+18,"As a special #MothersDay treat, I get to watch Dinosaur Battles with #MaximusTheGreat Happy Mother’s Day to all the Mammas out there, have a blessed day #HappyMothersDay2020 pic.twitter.com/2FODAj7nP2",en,0,barcode79,-1.0
1.24485954560996e+18,Happy Mothering Sunday to all you lovely mums out there. Sending all our thoughts & love. #peaksandwiches #mothersday #sunsoutgunsout https://www. instagram.com/p/B-CeQSUlc0z/ ?igshid=12ndf4kqfsbyf …,en,1,ItsIndiaGift,-1.0
1.24647979923896e+18,"@KensingtonRoyal Good Afternoon Editor And Princess Catherine Middleton Happy Mothers Day And To Your Beautiful And Very Precious Mum Mrs. Carole Middleton i Love All Of You Very Much And All Your Royal Cambridge Family , enedina silva",en,0,NeldaMaysPhoto,1.0
1.24587644814726e+18,Happy mothers day to @sinach from all of us at Tatafonaija . #TatafonaijaMothersDay https://www. instagram.com/p/B-C3U0ADjIk/ ?igshid=1rhhhcv5afqdv …,en,0,1986Webber,0.0
1.24428193240335e+18,"Happy Mother's day to all those wonderfully mummies out there! Hope you all have a super day, like no other before. Keep smiling, stay safe, stay together. #family #mothersday #strangetimes #enjoyyourfamily … https://www. instagram.com/p/B-CVhUMF2eF/ ?igshid=bzaofedmhjgr …",en,3,ShadowDogDesign,1.0
1.24495612218176e+18,Happy Mothers Day ! I am @palmitosparkGC as I just love how the birds come and sit on your head. I am not disappointed. It's a beautiful day filled with love&gratitude. Let me know what fun ‘places’ you’ve been to today. Get your imagination running&share some photos. pic.twitter.com/mVk32hGLdT,en,0,kimbruce_,1.0
1.24613862150738e+18,Happy Mothers Day to my special mama of my fave photos x tilly_mint_silver_ : : : #mothersday #lakes #cumbria #vintage #oldphoto #baby #mother #mamma #mum #mumsofinstagram #flowers #underthefloralspell … https://www. instagram.com/p/B-DGNu_n2nb/ ?igshid=e3vs2w5dc4he …,en,0,lolamiller774,1.0
1.2458790275645e+18,Happy Mothers Day to my amazing Mamma Bear Not only is she mum to the 4 of us (Me Sam Tom and Jake) but she is also Mummy Dee-In-Law and adopted Mum to several of my friends too!! Cannot put into words how much… https://www. instagram.com/p/B-C3ml1As5-/ ?igshid=lzf1nhlhvij6 …,en,0,KornellCameron,-1.0
1.24613376171407e+18,Dear Moms “ Happy Mothers Day ! Thank you for everything you’ve done for us. It’s more than we can ever repay you!” #shoesellerinlagos #shoesulove #shoelover #happymommy #mothersday https://www. instagram.com/p/B-DFRSHB-sE/ ?igshid=1hla7gxocduw6 …,en,0,LToddWood,-1.0
1.24469725371089e+18,"Happy #MothersDay Momma A & to all the mums: Thanks for protecting, teaching, loving & providing for us! You’re the best! To anyone wanting to show appreciation to their mum today, remember they need love & protection too, so find a way to show u care & ‘spread love not germs’ pic.twitter.com/1TqUmtnDOj",en,0,baby_toppy,-1.0
1.24398760289997e+18,Happy Mothers' Day to all the Mums in Surrey Wing. Thank you for your support in developing the Next Generation. Whether you are a volunteer or a mum of a cadet (or even a mum of a volunteer) your support is invaluable. pic.twitter.com/nJjhBu4JJd,en,1,tpiratetreasure,1.0
1.24575824095422e+18,Wishing all the mammies out there a very Happy Mothers Day . It's tough being a mummy so make sure you lord it over all of us today #HappyMothersDay2020,en,0,LadybugsTwo,0.0
1.24651467684389e+18,"It's the world's most difficult job No sick leave, no days off Yet you do it with a smile Always ready to protect Thank you for all you do . Happy Mothers' Day !! . . #MondayMotivation #mondaymood #Nigerians #natnudO #HappyMothersDay #mondaythoughts #COVIDー19 pic.twitter.com/VgtvVLHywo",-0.3876905537,en,1,0.0
1.24422614373941e+18,Happy Mother’s Day! To all the amazing Mums out there! Here’s some gorgeous #hearts and #flowers #nails ⁦ @SwoonNails ⁩ #Mothersday pic.twitter.com/lxpOV7bHfq,0.5309553602,en,0,0.0
1.2448315771647e+18,"Happy Mother’s Day, to all the mother’s in the world and those who are no longer with us. @TOJ2020 #mothersday #happymothersday #sunday @London, United Kingdom https://www. instagram.com/p/B-Cd84pABqs/ ?igshid=2np5728hl3o …",en,0,crossesmegs,0.0
1.2465331033064e+18,@thismorning pls.pls pls ..say happy mothers day to doreen blandy ...a mum of 5. And many grand children .great grand children ...thank you stay safe everybody,en,1,TheKangarooCrew,1.0
1.24480614860112e+18,"Happy mothers day to all the amazing mummys, and mummys to be hope you have a lovely day. Cant wait to get my little guy back later pic.twitter.com/op3RT52MTX",en,0,jh20182018,-1.0
1.24399149826752e+18,"Well, as I posted that old photo of Sam with her mum earlier, Sam has insisted that I post an old one of me with my mum too. Here we are, along with my sisters (twins, obviously!). How were we not considered as an alternative cast for The Shining? Happy Mothers Day all!! pic.twitter.com/tMOZRlYsbB",en,0,Nanny_Institute,1.0
1.24427242411331e+18,"Rang mum to wish her a happy Mother’s Day, ended up giving her (what felt like) a lecture about social distancing! #mothersday #sorrynotsorry these 2 pic.twitter.com/lNAn3OPynk",en,0,Com4tworldcakes,0.0
1.24604985397474e+18,"You are enough. The rest, the worry, the 'right' way to do things is fluff. Happy Mothers Day https:// twitter.com/hurrahforgin/s tatus/1241691845446565888 …",en,0,clairemdesigns,0.0
1.24588173136806e+18,#WaterSafetyInTheHome A little something I wrote last night while the tears were streaming down my face. Happy mothers day to all those mummies missing their children right now. Xx pic.twitter.com/4GfpUty1U7,en,0,MomCBS,-1.0
1.2441306622837e+18,Happy Mothers Day to my sis. I'll forever be you shadow. Amazing role model Super stylish Stright with no chaser with @Ieshie2 pic.twitter.com/1rEUy8oFDw,en,4,iConversations,0.0
1.24623806923937e+18,Happy Mother’s Day to this beautiful woman aka my wife!!! I couldn’t have asked for a better woman to have kids with. Thank you for being so incredible all the time. They appreciate you and so do I!!! #mothersday … https://www. instagram.com/p/B-DO8GNAs0W/ ?igshid=1leaj9xp22f9n …,en,0,BeezieDuck,1.0
1.24622698035954e+18,I've got the trinity blessing Mother Wife @kintyt Daughter Happy mother's day to the amazing trinity #ZeroHunger #foodsecurity #FarmLab2020 #MothersDay pic.twitter.com/GeG46oADFK,en,0,eBooksHabit,0.0
1.24624535740054e+18,""" Happy Mother's Day to the best mother anyone could ask for. Thank you for everything you do for us. Love you lots and lots x."" @KeatesyL #MothersDay pic.twitter.com/UQECDusemM",en,0,LToddWood,0.0
1.24659089077853e+18,"There's no greater love than a #mother 's love. For the sleepless nights, unending care and sacrifices too many to count, we celebrate our super-moms today. Happy Mother's Day. From all of us at FCMB Asset Management. #FCMBAssetManagement #VisionBeyondBorders #MothersDay pic.twitter.com/RrlJZZnALq",en,0,ARCProGroup,1.0
1.24636825245813e+18,Happy Mothers Day to the Trans Women who have protected and are still protecting the abandoned LGBTQ youth thrown onto the streets by their biological mothers - fuck you Julia https:// twitter.com/JuliaHB1/statu s/1241676268342521857 …,en,0,mementoes4u,1.0
1.24441936042213e+18,"Happy Mothers Day , Mummy! Nearly 90 and still going strong and able to spend a whole evening on the dance floor. #motherdaughter #mothersday Xx @Cakes by V https://www. instagram.com/p/B-CXVCRJk_2/ ?igshid=178sx0pibll3u …",-0.045423609,en,2,0.0
1.24646117861792e+18,Happy Mother’s Day to all Mums out there. I’m truly blessed to have these 3 beautiful women consistently showing me and my son unconditional love.⁣ ⁣ Also sending my love to all those who’ve lost their precious Mums. ⁣ #mothersday pic.twitter.com/Vq3e81dAEi,en,0,LToddWood,0.0
1.24409294445554e+18,"My little mischievous bean, keeping mummy very happy on Mother’s Day with her playful fashion/dressing! . . . . #mothersday #littleone #loveher #smile #silly #dressup #fashion #thatsmygirl #babygirl #daughter #muma … https://www. instagram.com/p/B-CUCg_DKyr/ ?igshid=7oof80wboj9n …",en,0,meer_emma,0.0
1.24667434332262e+18,So today is Mothers day ...We legit celebrated Mothers Day 2 weeks ago. This thing gets me confused errytime. Happy Mothers Day to all Mothers,en,0,EverydayMama3,0.0
1.24405345229414e+18,Happy Mothers Day mama! Thank you for showing me early that nothing good comes easy! One definitely needs to put loads of hardwork and sacrifice into the grind! I appreciate and celebrate you now as always! Love you… https://www. instagram.com/p/B-CTh8UFsJy/ ?igshid=1hxmbpcxdiwjj …,en,0,LToddWood,0.0
1.24570970657367e+18,So been to wish my 93 year old mum a Happy Mother’s Day. Stayed in the driveway keeping a safe distance. Glad she understands and can’t wait until this is over so I can give her a big hug again. #staysafe #COVIDー19 #MothersDay,en,0,ivritpuri9,0.0
1.24508974834922e+18,Tunde Demuren sends Toolz Happy Mothers’ Day message amid Separation rumours https://www. herald.ng/tunde-demuren- sends-toolz-happy-mothers-day-message-amid-separation-rumours/ … pic.twitter.com/2RYdUpYSqU,en,1,howarths63,0.0
1.24615180856273e+18,Happy Mother’s Day from all of us at L’Atelier Green Paris . . #mothersday #mum #love #kindness #mother #nakednailscollection pic.twitter.com/PyYfffFBPK,en,0,ColoringAddicts,-1.0
1.24404938958645e+18,"Happy Mother's Day And with the whole family likely to be at home indefinitely, let's spread into the garden http:// ow.ly/AgXR50yPQzl #wfh #workingfromhome #luxurygardenfurniture #outdoorfurniture #kingsroad #mothersday #familytime #chelsea #interiordesign #moderndesign pic.twitter.com/lbXLxLBRGY",en,0,LToddWood,-1.0
1.24435489368038e+18,"Happy Mother’s Day. As we’re not able to do so in person I thought I’d send you a virtual celebration. Yorkshire style! Enjoy. #mothersday #virtualhugs #fishandchips #champagne @Paible, Eilean Siar, United Kingdom https://www. instagram.com/p/B-CWj0GlFik/ ?igshid=8ltss3tix574 …",en,1,andreaanderegg,-1.0
1.24591016320011e+18,Happy Mothers Day to my lovely mum and all other mums out there (including my Aussie mum clarke6478 ) who may be celebrating alone and isolated. All I want to do is give my mum a cuddle on this special day but out… https://www. instagram.com/p/B-C7ar_pnkv/ ?igshid=8xwspnc7wk72 …,en,0,saluxcloth,-1.0
1.24570643658961e+18,"After a few technical hitches, also managed to get Mother-in-law to do her first FaceTime. Demonstrated perfect multi-tasking by taking a call from her neighbour at the same time on her landline. Well done, M-I-L! Happy Mothers’ Day ! Nice to see you. C : ) xx pic.twitter.com/eJHnll4DWZ",en,0,JennysNoodle,-1.0
1.24393253898643e+18,MOTHER'S DAY | Fitzgerald Menswear Waterford Wishing all the Mam's a wonderful and Happy Mother's Day. Wishing you all a very safe and lovely day. #mothersday #WL #special #heart #mam #mother #mammys #day #sunday https:// ift.tt/2Ua4PKr pic.twitter.com/Z1Fwb70HKa,en,1,VVerrico108,0.0
1.24401776290265e+18,I would like to wish all the mother's out there a very happy mothers day and hope you have a lovely time despite the current world crisis all us children love you for all you have ever done for us thank you. pic.twitter.com/nS19X4K4I3,en,0,ClaresfnkwrLEGO,-1.0
1.24491824994442e+18,"#MothersDay Happy mother's Day mum X Today we can't hug we can't kiss, have to keep you safe Today just a wave through the window so I can see your face It's the best thing to do and I hope and pray That I'll be able to kiss and hug you next mother's day. Love you mum XX",0.1210638815,3,0,0.0
1.24659115580379e+18,Happy early Tuesday and HAPPY LATE MOTHERS DAY ! To all the amazing mammys out there I just wanna say ur all such amazing people . I also REALLY can’t wait for TOMORROWS PODCAST!!! Can’t wait to hear the updates on things Ethan and Grayson @EthanDolan @GraysonDolan,en,0,briannababbles,0.0
1.24409194718839e+18,Happy Mothers Day from all of us at Kellyzola Nigeria Enterprise Have you heard Something big is about to happen @talk2kellyzola Rush there now to confirm yourself and thank me later #mothersday … https://www. instagram.com/p/B-CUCcdldGU/ ?igshid=1goqyrkm1p9if …,en,1,design_pia,0.0
1.24652946825829e+18,Happy Mothers Day katiebrooks_88 . I do my level best to undo your amazingness with the kids in an attempt to come across as the more upstanding role model but they know who the boss… https://www. instagram.com/p/B-Emidvn0WxL mvx_hvrhloAL_6mmNQ_fqqaDCY0/?igshid=a51kxot2mcni …,en,1,missny99,0.0
1.24474650571149e+18,"RESPECT, GRATITUDE and ADORATION to all MOTHERS for their forbearance, optimism, resilience, discipline, hope, morality, toughness, care and LOVE. . . . . Happy Mother's Day. #mothersday #happymothersday … https://www. instagram.com/p/B-CcWNZlvgB/ ?igshid=83lou8cm696l …",en,0,EgbertsTreasure,0.0
1.24514065535935e+18,"It takes someone really brave to be a mother, someone strong to raise a child and someone special to love someone more than herself. Happy Mother's Day to all the beautiful mothers and mothers to be. We love you. #MyJoshuaVille #MothersDay #MothersDay2020 pic.twitter.com/u4fupGmy4A",en,0,momaferd,-1.0
1.24590255003506e+18,"On Mother's Day, I'm sharing this video again that I made about my mom Mary for International Women's Day. Happy Mother's Day! #MothersDay https:// twitter.com/Harmonica26/st atus/1236741744655507458 …",en,0,GotMommyBrain,-1.0
1.24622678026189e+18,Oh for goodness sake it's his mother wealth doesn't buy you health and envy doesn't buy you a higher standard of living ..... Happy Mothers Day !,en,0,mahadear6,0.0
1.24538548574635e+18,"Happy Mother’s Day to a Super Mum, from your Superhero Son @capamerica4hire hope you have the best day! #HappyMothersDay #MothersDay #SuperMum #IAmCaptainAmericaForHire #CaptainAmerica #Smiles #Love #Family #MyMum #Mother #Son #LuckyBoy pic.twitter.com/c369vciCLi",en,0,QueenofCr8tvty,0.0
1.24546345828138e+18,3rd time perfect #tradional #Spanish #omelette New #family favourite Happy Mothers Day everyone https://www. instagram.com/p/B-CqkHbAZ88/ ?igshid=1tveh2v4napp …,en,2,Miss_Franco0,0.0
1.2447689077743e+18,Happy Mothers Day to all the Mothers in our life’s but especially my own wonderful Ma - Maureen. Always there to support me and others. Px #HappyMothersDay2020 pic.twitter.com/RduYGZNXl5,&gt,,0.8336669099,0.0
1.24501995352852e+18,To my mom my sister my sister's in law Happy happy mothers day with u all wish u gudhealth all be safe love u @PendekarCrypto @Arwan35237123 @DavidGettman3 Gudluck, have them delivered!,0.2255471156,0.3840103444,0.0
1.24643864075191e+18,"Anyway, happy mothers day in heaven to my beautiful ma, ye can't beat a Scottish mammy, five years next week since we lost her. Forever loved and missed #MothersDay pic.twitter.com/IldLv0MglT",en,0,ginaslibrary,1.0
1.24552930019296e+18,"Happy mothers day , were would we be without a mother, i didnt really have a father firgure in my life, my mum has been there for me always, I love you mum! #MothersDay",en,0,NickolasHadzis,0.0
1.24546348657196e+18,Sorry it's late but Happy Mothers day to all at @YorksAmbulance and especially those that are on shift. We are all working hard to make sure the public stay safe. pic.twitter.com/nptdz1weqU,en,0,Restorationoils,1.0
